Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2014","2014","%","27.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142015","2014-2015","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20142016","2014-2016","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2015","2015","%","26.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152016","2015-2016","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20152017","2015-2017","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2016","2016","%","25.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20162018","2016-2018","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2017","2017","%","24.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20172019","2017-2019","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2018","2018","%","23.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20182020","2018-2020","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2019","2019","%","23","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20192021","2019-2021","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2020","2020","%","22.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20202022","2020-2022","","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2021","2021","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","19992001","1999-2001","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2000","2000","%","33.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20002002","2000-2002","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2001","2001","%","32.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20012003","2001-2003","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2002","2002","%","31.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20022004","2002-2004","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2003","2003","%","31","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20032005","2003-2005","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2004","2004","%","30","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20042006","2004-2006","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2005","2005","%","28.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20052007","2005-2007","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2006","2006","%","27.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062007","2006-2007","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","20062008","2006-2008","","","","",""
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6121","Value","21025","Percentage of children under 5 years of age who are stunted (modelled estimates) (percent)","2007","2007","%","26","X","Figure from international organizations",""
